time,sunspots,,
1827.92 ,48.2 ,,
1828.00 ,46.1 ,,
1828.08 ,52.8 ,,
1828.17 ,64.4 ,,
1828.25 ,65.0 ,,
1828.33 ,61.1 ,,
1828.42 ,89.1 ,,
1828.50 ,98.0 ,,
1828.58 ,54.3 ,,
1828.67 ,76.4 ,,
1828.75 ,50.4 ,,
1828.83 ,54.7 ,,
1828.92 ,57.0 ,,
1829.00 ,46.6 ,,
1829.08 ,43.0 ,,
1829.17 ,49.4 ,,
1829.25 ,72.3 ,,
1829.33 ,95.0 ,,
1829.42 ,67.5 ,,
1829.50 ,73.9 ,,
1829.58 ,90.8 ,,
1829.67 ,78.3 ,,
1829.75 ,52.8 ,,
1829.83 ,57.2 ,,
1829.92 ,67.6 ,,
1830.00 ,56.5 ,,
1830.08 ,52.2 ,,
1830.17 ,72.1 ,,
1830.25 ,84.6 ,,
1830.33 ,107.1,,
1830.42 ,66.3 ,,
1830.50 ,65.1 ,,
1830.58 ,43.9 ,,
1830.67 ,50.7 ,,
1830.75 ,62.1 ,,
1830.83 ,84.4 ,,
1830.92 ,81.2 ,,
1831.00 ,82.1 ,,
1831.08 ,47.5 ,,
1831.17 ,50.1 ,,
1831.25 ,93.4 ,,
1831.33 ,54.6 ,,
1831.42 ,38.1 ,,
1831.50 ,33.4 ,,
1831.58 ,45.2 ,,
1831.67 ,54.9 ,,
1831.75 ,37.9 ,,
1831.83 ,46.2 ,,
1831.92 ,43.5 ,,
1832.00 ,28.9 ,,
1832.08 ,30.9 ,,
1832.17 ,55.5 ,,
1832.25 ,55.1 ,,
1832.33 ,26.9 ,,
1832.42 ,41.3 ,,
1832.50 ,26.7 ,,
1832.58 ,13.9 ,,
1832.67 ,8.9 ,,
1832.75 ,8.2 ,,
1832.83 ,21.1 ,,
1832.92 ,14.3 ,,
1833.00 ,27.5 ,,
1833.08 ,11.3 ,,
1833.17 ,14.9 ,,
1833.25 ,11.8 ,,
1833.33 ,2.8 ,,
1833.42 ,12.9 ,,
1833.50 ,1.0 ,,
1833.58 ,7.0 ,,
1833.67 ,5.7 ,,
1833.75 ,11.6 ,,
1833.83 ,7.5 ,,
1833.92 ,5.9 ,,
1834.00 ,9.9 ,,
1834.08 ,4.9 ,,
1834.17 ,18.1 ,,
1834.25 ,3.9 ,,
1834.33 ,1.4 ,,
1834.42 ,8.8 ,,
1834.50 ,7.8 ,,
1834.58 ,8.7 ,,
1834.67 ,4.0 ,,
1834.75 ,11.5 ,,
1834.83 ,24.8 ,,
1834.92 ,30.5 ,,
1835.00 ,34.5 ,,
1835.08 ,7.5 ,,
1835.17 ,24.5 ,,
1835.25 ,19.7 ,,
1835.33 ,61.5 ,,
1835.42 ,43.6 ,,
1835.50 ,33.2 ,,
1835.58 ,59.8 ,,
1835.67 ,59.0 ,,
1835.75 ,100.8,,
1835.83 ,95.2 ,,
1835.92 ,100,,
1836.00 ,77.5 ,,
1836.08 ,88.6 ,,
1836.17 ,107.6,,
1836.25 ,98.1 ,,
1836.33 ,142.9,,
1836.42 ,111.4,,
1836.50 ,124.7,,
1836.58 ,116.7,,
1836.67 ,107.8,,
1836.75 ,95.1 ,,
1836.83 ,137.4,,
1836.92 ,120.9,,
1837.00 ,206.2,,
1837.08 ,188,,
1837.17 ,175.6,,
1837.25 ,134.6,,
1837.33 ,138.2,,
1837.42 ,111.3,,
1837.50 ,158,,
1837.58 ,162.8,,
1837.67 ,134,,
1837.75 ,96.3 ,,
1837.83 ,123.7,,
1837.92 ,107,,
1838.00 ,129.8,,
1838.08 ,144.9,,
1838.17 ,84.8 ,,
1838.25 ,140.8,,
1838.33 ,126.6,,
1838.42 ,137.6,,
1838.50 ,94.5 ,,
1838.58 ,108.2,,
1838.67 ,78.8 ,,
1838.75 ,73.6 ,,
1838.83 ,90.8 ,,
1838.92 ,77.4 ,,
1839.00 ,79.8 ,,
1839.08 ,107.6,,
1839.17 ,102.5,,
1839.25 ,77.7 ,,
1839.33 ,61.8 ,,
1839.42 ,53.8 ,,
1839.50 ,54.6 ,,
1839.58 ,84.7 ,,
1839.67 ,131.2,,
1839.75 ,132.7,,
1839.83 ,90.8 ,,
1839.92 ,68.8 ,,
1840.00 ,63.6 ,,
1840.08 ,81.2 ,,
1840.17 ,87.7 ,,
1840.25 ,55.5 ,,
1840.33 ,65.9 ,,
1840.42 ,69.2 ,,
1840.50 ,48.5 ,,
1840.58 ,60.7 ,,
1840.67 ,57.8 ,,
1840.75 ,74.0 ,,
1840.83 ,49.8 ,,
1840.92 ,54.3 ,,
1841.00 ,53.7 ,,
1841.08 ,24.0 ,,
1841.17 ,29.9 ,,
1841.25 ,29.7 ,,
1841.33 ,42.6 ,,
1841.42 ,67.4 ,,
1841.50 ,55.7 ,,
1841.58 ,30.8 ,,
1841.67 ,39.3 ,,
1841.75 ,35.1 ,,
1841.83 ,28.5 ,,
1841.92 ,19.8 ,,
1842.00 ,38.8 ,,
1842.08 ,20.4 ,,
1842.17 ,22.1 ,,
1842.25 ,21.7 ,,
1842.33 ,26.9 ,,
1842.42 ,24.9 ,,
1842.50 ,20.5 ,,
1842.58 ,12.6 ,,
1842.67 ,26.5 ,,
1842.75 ,18.5 ,,
1842.83 ,38.1 ,,
1842.92 ,40.5 ,,
1843.00 ,17.6 ,,
1843.08 ,13.3 ,,
1843.17 ,3.5 ,,
1843.25 ,8.3 ,,
1843.33 ,8.8 ,,
1843.42 ,21.1 ,,
1843.50 ,10.5 ,,
1843.58 ,9.5 ,,
1843.67 ,11.8 ,,
1843.75 ,4.2 ,,
1843.83 ,5.3 ,,
1843.92 ,19.1 ,,
1844.00 ,12.7 ,,
1844.08 ,9.4 ,,
1844.17 ,14.7 ,,
1844.25 ,13.6 ,,
1844.33 ,20.8 ,,
1844.42 ,12.0 ,,
1844.50 ,3.7 ,,
1844.58 ,21.2 ,,
1844.67 ,23.9 ,,
1844.75 ,6.9 ,,
1844.83 ,21.5 ,,
1844.92 ,10.7 ,,
1845.00 ,21.6 ,,
1845.08 ,25.7 ,,
1845.17 ,43.6 ,,
1845.25 ,43.3 ,,
1845.33 ,56.9 ,,
1845.42 ,47.8 ,,
1845.50 ,31.1 ,,
1845.58 ,30.6 ,,
1845.67 ,32.3 ,,
1845.75 ,29.6 ,,
1845.83 ,40.7 ,,
1845.92 ,39.4 ,,
1846.00 ,59.7 ,,
1846.08 ,38.7 ,,
1846.17 ,51.0 ,,
1846.25 ,63.9 ,,
1846.33 ,69.2 ,,
1846.42 ,59.9 ,,
1846.50 ,65.1 ,,
1846.58 ,46.5 ,,
1846.67 ,54.8 ,,
1846.75 ,107.1,,
1846.83 ,55.9 ,,
1846.92 ,60.4 ,,
1847.00 ,65.5 ,,
1847.08 ,62.6 ,,
1847.17 ,44.9 ,,
1847.25 ,85.7 ,,
1847.33 ,44.7 ,,
1847.42 ,75.4 ,,
1847.50 ,85.3 ,,
1847.58 ,52.2 ,,
1847.67 ,140.6,,
1847.75 ,161.2,,
1847.83 ,180.4,,
1847.92 ,138.9,,
1848.00 ,109.6,,
1848.08 ,159.1,,
1848.17 ,111.8,,
1848.25 ,108.9,,
1848.33 ,107.1,,
1848.42 ,102.2,,
1848.50 ,123.8,,
1848.58 ,139.2,,
1848.67 ,132.5,,
1848.75 ,100.3,,
1848.83 ,132.4,,
1848.92 ,114.6,,
1849.00 ,159.9,,
1849.08 ,156.7,,
1849.17 ,131.7,,
1849.25 ,96.5 ,,
1849.33 ,102.5,,
1849.42 ,80.6 ,,
1849.50 ,81.2 ,,
1849.58 ,78.0 ,,
1849.67 ,61.3 ,,
1849.75 ,93.7 ,,
1849.83 ,71.5 ,,
1849.92 ,99.7 ,,
1850.00 ,97.0 ,,
1850.08 ,78.0 ,,
1850.17 ,89.4 ,,
1850.25 ,82.6 ,,
1850.33 ,44.1 ,,
1850.42 ,61.6 ,,
1850.50 ,70.0 ,,
1850.58 ,39.1 ,,
1850.67 ,61.6 ,,
1850.75 ,86.2 ,,
1850.83 ,71.0 ,,
1850.92 ,54.8 ,,
1851.00 ,60.0 ,,
1851.08 ,75.5 ,,
1851.17 ,105.4,,
1851.25 ,64.6 ,,
1851.33 ,56.5 ,,
1851.42 ,62.6 ,,
1851.50 ,63.2 ,,
1851.58 ,36.1 ,,
1851.67 ,57.4 ,,
1851.75 ,67.9 ,,
1851.83 ,62.5 ,,
1851.92 ,50.9 ,,
1852.00 ,71.4 ,,
1852.08 ,68.4 ,,
1852.17 ,67.5 ,,
1852.25 ,61.2 ,,
1852.33 ,65.4 ,,
1852.42 ,54.9 ,,
1852.50 ,46.9 ,,
1852.58 ,42.0 ,,
1852.67 ,39.7 ,,
1852.75 ,37.5 ,,
1852.83 ,67.3 ,,
1852.92 ,54.3 ,,
1853.00 ,45.4 ,,
1853.08 ,41.1 ,,
1853.17 ,42.9 ,,
1853.25 ,37.7 ,,
1853.33 ,47.6 ,,
1853.42 ,34.7 ,,
1853.50 ,40.0 ,,
1853.58 ,45.9 ,,
1853.67 ,50.4 ,,
1853.75 ,33.5 ,,
1853.83 ,42.3 ,,
1853.92 ,28.8 ,,
1854.00 ,23.4 ,,
1854.08 ,15.4 ,,
1854.17 ,20.0 ,,
1854.25 ,20.7 ,,
1854.33 ,26.4 ,,
1854.42 ,24.0 ,,
1854.50 ,21.1 ,,
1854.58 ,18.7 ,,
1854.67 ,15.8 ,,
1854.75 ,22.4 ,,
1854.83 ,12.7 ,,
1854.92 ,28.2 ,,
1855.00 ,21.4 ,,
1855.08 ,12.3 ,,
1855.17 ,11.4 ,,
1855.25 ,17.4 ,,
1855.33 ,4.4 ,,
1855.42 ,9.1 ,,
1855.50 ,5.3 ,,
1855.58 ,0.4 ,,
1855.67 ,3.1 ,,
1855.75 ,0.0 ,,
1855.83 ,9.7 ,,
1855.92 ,4.3 ,,
1856.00 ,3.1 ,,
1856.08 ,0.5 ,,
1856.17 ,4.9 ,,
1856.25 ,0.4 ,,
1856.33 ,6.5 ,,
1856.42 ,0.0 ,,
1856.50 ,5.0 ,,
1856.58 ,4.6 ,,
1856.67 ,5.9 ,,
1856.75 ,4.4 ,,
1856.83 ,4.5 ,,
1856.92 ,7.7 ,,
1857.00 ,7.2 ,,
1857.08 ,13.7 ,,
1857.17 ,7.4 ,,
1857.25 ,5.2 ,,
1857.33 ,11.1 ,,
1857.42 ,29.2 ,,
1857.50 ,16.0 ,,
1857.58 ,22.2 ,,
1857.67 ,16.9 ,,
1857.75 ,42.4 ,,
1857.83 ,40.6 ,,
1857.92 ,31.4 ,,
1858.00 ,37.2 ,,
1858.08 ,39.0 ,,
1858.17 ,34.9 ,,
1858.25 ,57.5 ,,
1858.33 ,38.3 ,,
1858.42 ,41.4 ,,
1858.50 ,44.5 ,,
1858.58 ,56.7 ,,
1858.67 ,55.3 ,,
1858.75 ,80.1 ,,
1858.83 ,91.2 ,,
1858.92 ,51.9 ,,
1859.00 ,66.9 ,,
1859.08 ,83.7 ,,
1859.17 ,87.6 ,,
1859.25 ,90.3 ,,
1859.33 ,85.7 ,,
1859.42 ,91.0 ,,
1859.50 ,87.1 ,,
1859.58 ,95.2 ,,
1859.67 ,106.8,,
1859.75 ,105.8,,
1859.83 ,114.6,,
1859.92 ,97.2 ,,
1860.00 ,81.0 ,,
1860.08 ,81.5 ,,
1860.17 ,88.0 ,,
1860.25 ,98.9 ,,
1860.33 ,71.4 ,,
1860.42 ,107.1,,
1860.50 ,108.6,,
1860.58 ,116.7,,
1860.67 ,100.3,,
1860.75 ,92.2 ,,
1860.83 ,90.1 ,,
1860.92 ,97.9 ,,
1861.00 ,95.6 ,,
1861.08 ,62.3 ,,
1861.17 ,77.8 ,,
1861.25 ,101,,
1861.33 ,98.5 ,,
1861.42 ,56.8 ,,
1861.50 ,87.8 ,,
1861.58 ,78.0 ,,
1861.67 ,82.5 ,,
1861.75 ,79.9 ,,
1861.83 ,67.2 ,,
1861.92 ,53.7 ,,
1862.00 ,80.5 ,,
1862.08 ,63.1 ,,
1862.17 ,64.5 ,,
1862.25 ,43.6 ,,
1862.33 ,53.7 ,,
1862.42 ,64.4 ,,
1862.50 ,84.0 ,,
1862.58 ,73.4 ,,
1862.67 ,62.5 ,,
1862.75 ,66.6 ,,
1862.83 ,42.0 ,,
1862.92 ,50.6 ,,
1863.00 ,40.9 ,,
1863.08 ,48.3 ,,
1863.17 ,56.7 ,,
1863.25 ,66.4 ,,
1863.33 ,40.6 ,,
1863.42 ,53.8 ,,
1863.50 ,40.8 ,,
1863.58 ,32.7 ,,
1863.67 ,48.1 ,,
1863.75 ,22.0 ,,
1863.83 ,39.9 ,,
1863.92 ,37.7 ,,
1864.00 ,41.2 ,,
1864.08 ,57.7 ,,
1864.17 ,47.1 ,,
1864.25 ,66.3 ,,
1864.33 ,35.8 ,,
1864.42 ,40.6 ,,
1864.50 ,57.8 ,,
1864.58 ,54.7 ,,
1864.67 ,54.8 ,,
1864.75 ,28.5 ,,
1864.83 ,33.9 ,,
1864.92 ,57.6 ,,
1865.00 ,28.6 ,,
1865.08 ,48.7 ,,
1865.17 ,39.3 ,,
1865.25 ,39.5 ,,
1865.33 ,29.4 ,,
1865.42 ,34.5 ,,
1865.50 ,33.6 ,,
1865.58 ,26.8 ,,
1865.67 ,37.8 ,,
1865.75 ,21.6 ,,
1865.83 ,17.1 ,,
1865.92 ,24.6 ,,
1866.00 ,12.8 ,,
1866.08 ,31.6 ,,
1866.17 ,38.4 ,,
1866.25 ,24.6 ,,
1866.33 ,17.6 ,,
1866.42 ,12.9 ,,
1866.50 ,16.5 ,,
1866.58 ,9.3 ,,
1866.67 ,12.7 ,,
1866.75 ,7.3 ,,
1866.83 ,14.1 ,,
1866.92 ,9.0 ,,
1867.00 ,1.5 ,,
1867.08 ,0.0 ,,
1867.17 ,0.7 ,,
1867.25 ,9.2 ,,
1867.33 ,5.1 ,,
1867.42 ,2.9 ,,
1867.50 ,1.5 ,,
1867.58 ,5.0 ,,
1867.67 ,4.9 ,,
1867.75 ,9.8 ,,
1867.83 ,13.5 ,,
1867.92 ,9.3 ,,
1868.00 ,25.2 ,,
1868.08 ,15.6 ,,
1868.17 ,15.8 ,,
1868.25 ,26.5 ,,
1868.33 ,36.6 ,,
1868.42 ,26.7 ,,
1868.50 ,31.1 ,,
1868.58 ,28.6 ,,
1868.67 ,34.4 ,,
1868.75 ,43.8 ,,
1868.83 ,61.7 ,,
1868.92 ,59.1 ,,
1869.00 ,67.6 ,,
1869.08 ,60.9 ,,
1869.17 ,59.3 ,,
1869.25 ,52.7 ,,
1869.33 ,41.0 ,,
1869.42 ,104,,
1869.50 ,108.4,,
1869.58 ,59.2 ,,
1869.67 ,79.6 ,,
1869.75 ,80.6 ,,
1869.83 ,59.4 ,,
1869.92 ,77.4 ,,
1870.00 ,104.3,,
1870.08 ,77.3 ,,
1870.17 ,114.9,,
1870.25 ,159.4,,
1870.33 ,160,,
1870.42 ,176,,
1870.50 ,135.6,,
1870.58 ,132.4,,
1870.67 ,153.8,,
1870.75 ,136,,
1870.83 ,146.4,,
1870.92 ,147.5,,
1871.00 ,130,,
1871.08 ,88.3 ,,
1871.17 ,125.3,,
1871.25 ,143.2,,
1871.33 ,162.4,,
1871.42 ,145.5,,
1871.50 ,91.7 ,,
1871.58 ,103,,
1871.67 ,110,,
1871.75 ,80.3 ,,
1871.83 ,89.0 ,,
1871.92 ,105.4,,
1872.00 ,90.3 ,,
1872.08 ,79.5 ,,
1872.17 ,120.1,,
1872.25 ,88.4 ,,
1872.33 ,102.1,,
1872.42 ,107.6,,
1872.50 ,109.9,,
1872.58 ,105.5,,
1872.67 ,92.9 ,,
1872.75 ,114.6,,
1872.83 ,103.5,,
1872.92 ,112,,
1873.00 ,83.9 ,,
1873.08 ,86.7 ,,
1873.17 ,107,,
1873.25 ,98.3 ,,
1873.33 ,76.2 ,,
1873.42 ,47.9 ,,
1873.50 ,44.8 ,,
1873.58 ,66.9 ,,
1873.67 ,68.2 ,,
1873.75 ,47.5 ,,
1873.83 ,47.4 ,,
1873.92 ,55.4 ,,
1874.00 ,49.2 ,,
1874.08 ,60.8 ,,
1874.17 ,64.2 ,,
1874.25 ,46.4 ,,
1874.33 ,32.0 ,,
1874.42 ,44.6 ,,
1874.50 ,38.2 ,,
1874.58 ,67.8 ,,
1874.67 ,61.3 ,,
1874.75 ,28.0 ,,
1874.83 ,34.3 ,,
1874.92 ,28.9 ,,
1875.00 ,29.3 ,,
1875.08 ,14.6 ,,
1875.17 ,22.2 ,,
1875.25 ,33.8 ,,
1875.33 ,29.1 ,,
1875.42 ,11.5 ,,
1875.50 ,23.9 ,,
1875.58 ,12.5 ,,
1875.67 ,14.6 ,,
1875.75 ,2.4 ,,
1875.83 ,12.7 ,,
1875.92 ,17.7 ,,
1876.00 ,9.9 ,,
1876.08 ,14.3 ,,
1876.17 ,15.0 ,,
1876.25 ,31.2 ,,
1876.33 ,2.3 ,,
1876.42 ,5.1 ,,
1876.50 ,1.6 ,,
1876.58 ,15.2 ,,
1876.67 ,8.8 ,,
1876.75 ,9.9 ,,
1876.83 ,14.3 ,,
1876.92 ,9.9 ,,
1877.00 ,8.2 ,,
1877.08 ,24.4 ,,
1877.17 ,8.7 ,,
1877.25 ,11.7 ,,
1877.33 ,15.8 ,,
1877.42 ,21.2 ,,
1877.50 ,13.4 ,,
1877.58 ,5.9 ,,
1877.67 ,6.3 ,,
1877.75 ,16.4 ,,
1877.83 ,6.7 ,,
1877.92 ,14.5 ,,
1878.00 ,2.3 ,,
1878.08 ,3.3 ,,
1878.17 ,6.0 ,,
1878.25 ,7.8 ,,
1878.33 ,0.1 ,,
1878.42 ,5.8 ,,
1878.50 ,6.4 ,,
1878.58 ,0.1 ,,
1878.67 ,0.0 ,,
1878.75 ,5.3 ,,
1878.83 ,1.1 ,,
1878.92 ,4.1 ,,
1879.00 ,0.5 ,,
1879.08 ,0.8 ,,
1879.17 ,0.6 ,,
1879.25 ,0.0 ,,
1879.33 ,6.2 ,,
1879.42 ,2.4 ,,
1879.50 ,4.8 ,,
1879.58 ,7.5 ,,
1879.67 ,10.7 ,,
1879.75 ,6.1 ,,
1879.83 ,12.3 ,,
1879.92 ,12.9 ,,
1880.00 ,7.2 ,,
1880.08 ,24.0 ,,
1880.17 ,27.5 ,,
1880.25 ,19.5 ,,
1880.33 ,19.3 ,,
1880.42 ,23.5 ,,
1880.50 ,34.1 ,,
1880.58 ,21.9 ,,
1880.67 ,48.1 ,,
1880.75 ,66.0 ,,
1880.83 ,43.0 ,,
1880.92 ,30.7 ,,
1881.00 ,29.6 ,,
1881.08 ,36.4 ,,
1881.17 ,53.2 ,,
1881.25 ,51.5 ,,
1881.33 ,51.7 ,,
1881.42 ,43.5 ,,
1881.50 ,60.5 ,,
1881.58 ,76.9 ,,
1881.67 ,58.0 ,,
1881.75 ,53.2 ,,
1881.83 ,64.0 ,,
1881.92 ,54.8 ,,
1882.00 ,47.3 ,,
1882.08 ,45.0 ,,
1882.17 ,69.3 ,,
1882.25 ,67.5 ,,
1882.33 ,95.8 ,,
1882.42 ,64.1 ,,
1882.50 ,45.2 ,,
1882.58 ,45.4 ,,
1882.67 ,40.4 ,,
1882.75 ,57.7 ,,
1882.83 ,59.2 ,,
1882.92 ,84.4 ,,
1883.00 ,41.8 ,,
1883.08 ,60.6 ,,
1883.17 ,46.9 ,,
1883.25 ,42.8 ,,
1883.33 ,82.1 ,,
1883.42 ,32.1 ,,
1883.50 ,76.5 ,,
1883.58 ,80.6 ,,
1883.67 ,46.0 ,,
1883.75 ,52.6 ,,
1883.83 ,83.8 ,,
1883.92 ,84.5 ,,
1884.00 ,75.9 ,,
1884.08 ,91.5 ,,
1884.17 ,86.9 ,,
1884.25 ,86.8 ,,
1884.33 ,76.1 ,,
1884.42 ,66.5 ,,
1884.50 ,51.2 ,,
1884.58 ,53.1 ,,
1884.67 ,55.8 ,,
1884.75 ,61.9 ,,
1884.83 ,47.8 ,,
1884.92 ,36.6 ,,
1885.00 ,47.2 ,,
1885.08 ,42.8 ,,
1885.17 ,71.8 ,,
1885.25 ,49.8 ,,
1885.33 ,55.0 ,,
1885.42 ,73.0 ,,
1885.50 ,83.7 ,,
1885.58 ,66.5 ,,
1885.67 ,50.0 ,,
1885.75 ,39.6 ,,
1885.83 ,38.7 ,,
1885.92 ,33.3 ,,
1886.00 ,21.7 ,,
1886.08 ,29.9 ,,
1886.17 ,25.9 ,,
1886.25 ,57.3 ,,
1886.33 ,43.7 ,,
1886.42 ,30.7 ,,
1886.50 ,27.1 ,,
1886.58 ,30.3 ,,
1886.67 ,16.9 ,,
1886.75 ,21.4 ,,
1886.83 ,8.6 ,,
1886.92 ,0.3 ,,
1887.00 ,12.4 ,,
1887.08 ,10.3 ,,
1887.17 ,13.2 ,,
1887.25 ,4.2 ,,
1887.33 ,6.9 ,,
1887.42 ,20.0 ,,
1887.50 ,15.7 ,,
1887.58 ,23.3 ,,
1887.67 ,21.4 ,,
1887.75 ,7.4 ,,
1887.83 ,6.6 ,,
1887.92 ,6.9 ,,
1888.00 ,20.7 ,,
1888.08 ,12.7 ,,
1888.17 ,7.1 ,,
1888.25 ,7.8 ,,
1888.33 ,5.1 ,,
1888.42 ,7.0 ,,
1888.50 ,7.1 ,,
1888.58 ,3.1 ,,
1888.67 ,2.8 ,,
1888.75 ,8.8 ,,
1888.83 ,2.1 ,,
1888.92 ,10.7 ,,
1889.00 ,6.7 ,,
1889.08 ,0.8 ,,
1889.17 ,8.5 ,,
1889.25 ,7.0 ,,
1889.33 ,4.3 ,,
1889.42 ,2.4 ,,
1889.50 ,6.4 ,,
1889.58 ,9.7 ,,
1889.67 ,20.6 ,,
1889.75 ,6.5 ,,
1889.83 ,2.1 ,,
1889.92 ,0.2 ,,
1890.00 ,6.7 ,,
1890.08 ,5.3 ,,
1890.17 ,0.6 ,,
1890.25 ,5.1 ,,
1890.33 ,1.6 ,,
1890.42 ,4.8 ,,
1890.50 ,1.3 ,,
1890.58 ,11.6 ,,
1890.67 ,8.5 ,,
1890.75 ,17.2 ,,
1890.83 ,11.2 ,,
1890.92 ,9.6 ,,
1891.00 ,7.8 ,,
1891.08 ,13.5 ,,
1891.17 ,22.2 ,,
1891.25 ,10.4 ,,
1891.33 ,20.5 ,,
1891.42 ,41.1 ,,
1891.50 ,48.3 ,,
1891.58 ,58.8 ,,
1891.67 ,33.2 ,,
1891.75 ,53.8 ,,
1891.83 ,51.5 ,,
1891.92 ,41.9 ,,
1892.00 ,32.3 ,,
1892.08 ,69.1 ,,
1892.17 ,75.6 ,,
1892.25 ,49.9 ,,
1892.33 ,69.6 ,,
1892.42 ,79.6 ,,
1892.50 ,76.3 ,,
1892.58 ,76.8 ,,
1892.67 ,101.4,,
1892.75 ,62.8 ,,
1892.83 ,70.5 ,,
1892.92 ,65.4 ,,
1893.00 ,78.6 ,,
1893.08 ,75.0 ,,
1893.17 ,73.0 ,,
1893.25 ,65.7 ,,
1893.33 ,88.1 ,,
1893.42 ,84.7 ,,
1893.50 ,88.2 ,,
1893.58 ,88.8 ,,
1893.67 ,129.2,,
1893.75 ,77.9 ,,
1893.83 ,79.7 ,,
1893.92 ,75.1 ,,
1894.00 ,93.8 ,,
1894.08 ,83.2 ,,
1894.17 ,84.6 ,,
1894.25 ,52.3 ,,
1894.33 ,81.6 ,,
1894.42 ,101.2,,
1894.50 ,98.9 ,,
1894.58 ,106,,
1894.67 ,70.3 ,,
1894.75 ,65.9 ,,
1894.83 ,75.5 ,,
1894.92 ,56.6 ,,
1895.00 ,60.0 ,,
1895.08 ,63.3 ,,
1895.17 ,67.2 ,,
1895.25 ,61.0 ,,
1895.33 ,76.9 ,,
1895.42 ,67.5 ,,
1895.50 ,71.5 ,,
1895.58 ,47.8 ,,
1895.67 ,68.9 ,,
1895.75 ,57.7 ,,
1895.83 ,67.9 ,,
1895.92 ,47.2 ,,
1896.00 ,70.7 ,,
1896.08 ,29.0 ,,
1896.17 ,57.4 ,,
1896.25 ,52.0 ,,
1896.33 ,43.8 ,,
1896.42 ,27.7 ,,
1896.50 ,49.0 ,,
1896.58 ,45.0 ,,
1896.67 ,27.2 ,,
1896.75 ,61.3 ,,
1896.83 ,28.4 ,,
1896.92 ,38.0 ,,
1897.00 ,42.6 ,,
1897.08 ,40.6 ,,
1897.17 ,29.4 ,,
1897.25 ,29.1 ,,
1897.33 ,31.0 ,,
1897.42 ,20.0 ,,
1897.50 ,11.3 ,,
1897.58 ,27.6 ,,
1897.67 ,21.8 ,,
1897.75 ,48.1 ,,
1897.83 ,14.3 ,,
1897.92 ,8.4 ,,
1898.00 ,33.3 ,,
1898.08 ,30.2 ,,
1898.17 ,36.4 ,,
1898.25 ,38.3 ,,
1898.33 ,14.5 ,,
1898.42 ,25.8 ,,
1898.50 ,22.3 ,,
1898.58 ,9.0 ,,
1898.67 ,31.4 ,,
1898.75 ,34.8 ,,
1898.83 ,34.4 ,,
1898.92 ,30.9 ,,
1899.00 ,12.6 ,,
1899.08 ,19.5 ,,
1899.17 ,9.2 ,,
1899.25 ,18.1 ,,
1899.33 ,14.2 ,,
1899.42 ,7.7 ,,
1899.50 ,20.5 ,,
1899.58 ,13.5 ,,
1899.67 ,2.9 ,,
1899.75 ,8.4 ,,
1899.83 ,13.0 ,,
1899.92 ,7.8 ,,
1900.00 ,10.5 ,,
1900.08 ,9.4 ,,
1900.17 ,13.6 ,,
1900.25 ,8.6 ,,
1900.33 ,16.0 ,,
1900.42 ,15.2 ,,
1900.50 ,12.1 ,,
1900.58 ,8.3 ,,
1900.67 ,4.3 ,,
1900.75 ,8.3 ,,
1900.83 ,12.9 ,,
1900.92 ,4.5 ,,
1901.00 ,0.3 ,,
1901.08 ,0.2 ,,
1901.17 ,2.4 ,,
1901.25 ,4.5 ,,
1901.33 ,0.0 ,,
1901.42 ,10.2 ,,
1901.50 ,5.8 ,,
1901.58 ,0.7 ,,
1901.67 ,1.0 ,,
1901.75 ,0.6 ,,
1901.83 ,3.7 ,,
1901.92 ,3.8 ,,
1902.00 ,0.0 ,,
1902.08 ,5.2 ,,
1902.17 ,0.0 ,,
1902.25 ,12.4 ,,
1902.33 ,0.0 ,,
1902.42 ,2.8 ,,
1902.50 ,1.4 ,,
1902.58 ,0.9 ,,
1902.67 ,2.3 ,,
1902.75 ,7.6 ,,
1902.83 ,16.3 ,,
1902.92 ,10.3 ,,
1903.00 ,1.1 ,,
1903.08 ,8.3 ,,
1903.17 ,17.0 ,,
1903.25 ,13.5 ,,
1903.33 ,26.1 ,,
1903.42 ,14.6 ,,
1903.50 ,16.3 ,,
1903.58 ,27.9 ,,
1903.67 ,28.8 ,,
1903.75 ,11.1 ,,
1903.83 ,38.9 ,,
1903.92 ,44.5 ,,
1904.00 ,45.6 ,,
1904.08 ,31.6 ,,
1904.17 ,24.5 ,,
1904.25 ,37.2 ,,
1904.33 ,43.0 ,,
1904.42 ,39.5 ,,
1904.50 ,41.9 ,,
1904.58 ,50.6 ,,
1904.67 ,58.2 ,,
1904.75 ,30.1 ,,
1904.83 ,54.2 ,,
1904.92 ,38.0 ,,
1905.00 ,54.6 ,,
1905.08 ,54.8 ,,
1905.17 ,85.8 ,,
1905.25 ,56.5 ,,
1905.33 ,39.3 ,,
1905.42 ,48.0 ,,
1905.50 ,49.0 ,,
1905.58 ,73.0 ,,
1905.67 ,58.8 ,,
1905.75 ,55.0 ,,
1905.83 ,78.7 ,,
1905.92 ,107.2,,
1906.00 ,55.5 ,,
1906.08 ,45.5 ,,
1906.17 ,31.3 ,,
1906.25 ,64.5 ,,
1906.33 ,55.3 ,,
1906.42 ,57.7 ,,
1906.50 ,63.2 ,,
1906.58 ,103.6,,
1906.67 ,47.7 ,,
1906.75 ,56.1 ,,
